,trial,set,rel,t1,t2,p1,p2,list,prime,target,target.len,target.freq,response,time,participant,list,item
,,,,,,,,,,,,,,,,,
6287,49,m,n,n,t056,n,p056,l2,marble,voresee,7,,nonword,790,24,4,nt056
,,,,,,,,,,,,,,,,,
6288,50,m,u,m,p028,m,t027,l2,lifeguard,puppet,6,546,word,497,24,4,mp028
,,,,,,,,,,,,,,,,,
6289,51,m,u,u,t079,u,p079,l2,badge,client,6,10824,word,496,24,4,ut079
,,,,,,,,,,,,,,,,,
6290,52,m,n,n,t119,n,p119,l2,walrus,spotosition,11,,nonword,654,24,4,nt119
,,,,,,,,,,,,,,,,,
6291,53,m,n,n,t137,n,p137,l2,catfish,sempt,5,,nonword,886,24,4,nt137
,,,,,,,,,,,,,,,,,
6292,54,m,u,m,p012,m,t011,l2,maid,back,4,75243,word,489,24,4,mp012
,,,,,,,,,,,,,,,,,
6293,55,m,u,u,t036,u,p036,l2,nightclub,blackboard,10,267,word,506,24,4,ut036
,,,,,,,,,,,,,,,,,
6294,56,m,n,n,t144,n,p144,l2,dog,kastan,6,,nonword,666,24,4,nt144
,,,,,,,,,,,,,,,,,
6295,57,m,n,n,t072,n,p072,l2,tail,cleash,6,,nonword,619,24,4,nt072
,,,,,,,,,,,,,,,,,
6296,58,m,r,m,p068,m,t068,l2,dancer,ankle,5,1422,word,594,24,4,mp068
,,,,,,,,,,,,,,,,,
6297,59,m,n,n,t123,n,p123,l2,kettle,nounge,6,,nonword,754,24,4,nt123
,,,,,,,,,,,,,,,,,
6298,60,m,u,m,p017,m,t016,l2,mother,haiku,5,26,word,761,24,4,mp017
,,,,,,,,,,,,,,,,,
6299,61,m,r,m,p075,m,t075,l2,policeman,light,5,20028,word,488,24,4,mp075
,,,,,,,,,,,,,,,,,
6300,62,m,u,u,t020,u,p020,l2,market,camp,4,4446,word,543,24,4,ut020
,,,,,,,,,,,,,,,,,
6301,63,m,n,n,t151,n,p151,l2,card,legenk,6,,nonword,526,24,4,nt151
,,,,,,,,,,,,,,,,,
6302,64,m,u,u,t098,u,p098,l2,pebble,intelligence,12,3437,word,646,24,4,ut098
,,,,,,,,,,,,,,,,,
6303,65,m,n,n,t047,n,p047,l2,rack,shib,4,,nonword,580,24,4,nt047
,,,,,,,,,,,,,,,,,
6304,66,m,n,n,t158,n,p158,l2,napkin,kister,6,,nonword,676,24,4,nt158
,,,,,,,,,,,,,,,,,
6305,67,m,n,n,t020,n,p020,l2,basement,traxle,6,,nonword,620,24,4,nt020
,,,,,,,,,,,,,,,,,
6306,68,m,r,m,p061,m,t061,l2,dieter,weight,6,9181,word,546,24,4,mp061
,,,,,,,,,,,,,,,,,
6307,69,m,r,m,p078,m,t078,l2,musician,piano,5,2040,word,550,24,4,mp078
,,,,,,,,,,,,,,,,,
6308,70,m,n,n,t171,n,p171,l2,cupboard,gluff,5,,nonword,555,24,4,nt171
,,,,,,,,,,,,,,,,,
6309,71,m,n,n,t139,n,p139,l2,pen,wompt,5,,nonword,558,24,4,nt139
,,,,,,,,,,,,,,,,,
6310,72,m,r,m,p046,m,t046,l2,boxer,punch,5,1392,word,489,24,4,mp046
,,,,,,,,,,,,,,,,,
6311,73,m,u,u,t102,u,p102,l2,graduate,measles,7,239,word,764,24,4,ut102
,,,,,,,,,,,,,,,,,
6312,74,m,u,u,t066,u,p066,l2,capitalist,community,9,27025,word,459,24,4,ut066
,,,,,,,,,,,,,,,,,
6313,75,m,u,u,t058,u,p058,l2,alley,jacuzzi,7,78,word,647,24,4,ut058
,,,,,,,,,,,,,,,,,
6314,76,m,n,n,t068,n,p068,l2,coyote,zanner,6,,nonword,560,24,4,nt068
,,,,,,,,,,,,,,,,,
6315,77,m,u,u,t021,u,p021,l2,glove,connection,10,7077,word,543,24,4,ut021
,,,,,,,,,,,,,,,,,
6316,78,m,n,n,t181,n,p181,l2,vine,pognition,9,,nonword,694,24,4,nt181
,,,,,,,,,,,,,,,,,
6317,79,m,r,m,p084,m,t084,l2,butler,shoes,5,4596,word,593,24,4,mp084
,,,,,,,,,,,,,,,,,
6318,80,m,n,n,t160,n,p160,l2,palace,pattress,8,,nonword,748,24,4,nt160
,,,,,,,,,,,,,,,,,
6319,81,m,u,u,t064,u,p064,l2,shot,picnic,6,714,word,663,24,4,ut064
,,,,,,,,,,,,,,,,,
6320,82,m,n,n,t084,n,p084,l2,course,koneri,6,,nonword,695,24,4,nt084
,,,,,,,,,,,,,,,,,
6321,83,m,u,u,t015,u,p015,l2,riot,trip,4,5531,word,632,24,4,ut015
,,,,,,,,,,,,,,,,,
6322,84,m,u,u,t038,u,p038,l2,pantry,insanity,8,213,word,616,24,4,ut038
,,,,,,,,,,,,,,,,,
6323,85,m,n,n,t103,n,p103,l2,loan,exdences,8,,nonword,678,24,4,nt103
,,,,,,,,,,,,,,,,,
6324,86,m,n,n,t141,n,p141,l2,dove,plinge,6,,nonword,632,24,4,nt141
,,,,,,,,,,,,,,,,,
6325,87,m,r,m,p064,m,t064,l2,composer,score,5,5032,word,604,24,4,mp064
,,,,,,,,,,,,,,,,,
6326,88,m,r,m,p059,m,t059,l2,nurse,victim,6,6630,word,462,24,4,mp059
,,,,,,,,,,,,,,,,,
6327,89,m,u,u,t082,u,p082,l2,saucepan,wing,4,5160,word,488,24,4,ut082
,,,,,,,,,,,,,,,,,
6328,90,m,n,n,t150,n,p150,l2,cathedral,smeater,7,,nonword,653,24,4,nt150
,,,,,,,,,,,,,,,,,
6329,91,m,u,u,t090,u,p090,l2,defection,pleasure,8,5570,word,794,24,4,ut090
,,,,,,,,,,,,,,,,,
6330,92,m,u,m,p013,m,t012,l2,soldier,pan,3,2130,word,537,24,4,mp013
,,,,,,,,,,,,,,,,,
6331,93,m,n,n,t048,n,p048,l2,inn,graw,4,,nonword,935,24,4,nt048
,,,,,,,,,,,,,,,,,
6332,94,m,n,n,t177,n,p177,l2,contour,nurrent,7,,nonword,757,24,4,nt177
,,,,,,,,,,,,,,,,,
6333,95,m,n,n,t053,n,p053,l2,tomb,vedigree,8,,nonword,645,24,4,nt053
,,,,,,,,,,,,,,,,,
6334,96,m,n,n,t108,n,p108,l2,hovercraft,hingle,6,,nonword,1273,24,4,nt108
,,,,,,,,,,,,,,,,,
6335,97,m,n,n,t157,n,p157,l2,pine,kithy,5,,nonword,767,24,4,nt157
,,,,,,,,,,,,,,,,,
6336,98,m,u,u,t019,u,p019,l2,service,fear,4,9382,word,464,24,4,ut019
,,,,,,,,,,,,,,,,,
6337,99,m,u,m,p031,m,t030,l2,player,cartel,6,423,word,700,24,4,mp031
,,,,,,,,,,,,,,,,,
6338,100,m,n,n,t097,n,p097,l2,wheel,chennal,7,,nonword,524,24,4,nt097
,,,,,,,,,,,,,,,,,
6339,101,m,u,u,t035,u,p035,l2,chapter,mineral,7,2259,word,577,24,4,ut035
,,,,,,,,,,,,,,,,,
6340,102,m,u,m,p019,m,t018,l2,teenager,machinery,9,2403,word,496,24,4,mp019
,,,,,,,,,,,,,,,,,
6341,103,m,r,m,p079,m,t079,l2,glutton,meal,4,6532,word,426,24,4,mp079
,,,,,,,,,,,,,,,,,
6342,104,m,u,u,t055,u,p055,l2,downtown,relief,6,6605,nonword,402,24,4,ut055
,,,,,,,,,,,,,,,,,
6343,105,m,n,n,t149,n,p149,l2,eel,valf,4,,nonword,524,24,4,nt149
,,,,,,,,,,,,,,,,,
6344,106,m,r,m,p067,m,t067,l2,tattletale,friend,6,30888,word,486,24,4,mp067
,,,,,,,,,,,,,,,,,
6345,107,m,n,n,t026,n,p026,l2,root,mawonnaise,10,,nonword,592,24,4,nt026
,,,,,,,,,,,,,,,,,
6346,108,m,n,n,t107,n,p107,l2,platypus,neak,4,,nonword,647,24,4,nt107
,,,,,,,,,,,,,,,,,
6347,109,m,u,u,t024,u,p024,l2,jet,grandpa,7,145,word,502,24,4,ut024
,,,,,,,,,,,,,,,,,
6348,110,m,n,n,t106,n,p106,l2,socket,talace,6,,nonword,558,24,4,nt106
,,,,,,,,,,,,,,,,,
6349,111,m,u,u,t077,u,p077,l2,erosion,wonder,6,11506,word,492,24,4,ut077
,,,,,,,,,,,,,,,,,
6350,112,m,n,n,t104,n,p104,l2,laboratory,kutten,6,,nonword,521,24,4,nt104
,,,,,,,,,,,,,,,,,
6351,113,m,u,u,t093,u,p093,l2,farm,label,5,2849,word,409,24,4,ut093
,,,,,,,,,,,,,,,,,
6352,114,m,n,n,t029,n,p029,l2,papaya,jalen,5,,nonword,556,24,4,nt029
,,,,,,,,,,,,,,,,,
6353,115,m,n,n,t165,n,p165,l2,clamp,yari,4,,nonword,541,24,4,nt165
,,,,,,,,,,,,,,,,,
6354,116,m,n,n,t182,n,p182,l2,magnet,solox,5,,nonword,558,24,4,nt182
,,,,,,,,,,,,,,,,,
6355,117,m,r,m,p080,m,t080,l2,child,mouth,5,9336,word,440,24,4,mp080
,,,,,,,,,,,,,,,,,
6356,118,m,n,n,t054,n,p054,l2,establishment,brophy,6,,nonword,483,24,4,nt054
,,,,,,,,,,,,,,,,,
6357,119,m,u,u,t059,u,p059,l2,consultant,distortion,10,924,nonword,500,24,4,ut059
,,,,,,,,,,,,,,,,,
6358,120,m,n,n,t034,n,p034,l2,tiger,speight,7,,nonword,571,24,4,nt034
,,,,,,,,,,,,,,,,,
6359,121,m,n,n,t109,n,p109,l2,biscuit,pedu,4,,nonword,617,24,4,nt109
,,,,,,,,,,,,,,,,,
6360,122,m,n,n,t184,n,p184,l2,dishcloth,microscone,10,,nonword,722,24,4,nt184
,,,,,,,,,,,,,,,,,
6361,123,m,u,u,t097,u,p097,l2,day,waiter,6,927,word,494,24,4,ut097
,,,,,,,,,,,,,,,,,
6362,124,m,n,n,t155,n,p155,l2,ball,chig,4,,nonword,595,24,4,nt155
,,,,,,,,,,,,,,,,,
6363,125,m,u,u,t056,u,p056,l2,threat,shirt,5,3383,word,617,24,4,ut056
,,,,,,,,,,,,,,,,,
6364,126,m,n,n,t111,n,p111,l2,mop,starb,5,,nonword,636,24,4,nt111
,,,,,,,,,,,,,,,,,
6365,127,m,r,m,p065,m,t065,l2,player,match,5,8922,word,422,24,4,mp065
,,,,,,,,,,,,,,,,,
6366,128,m,n,n,t146,n,p146,l2,cottage,tweller,7,,nonword,484,24,4,nt146
,,,,,,,,,,,,,,,,,
6367,129,m,n,n,t110,n,p110,l2,abuse,efforb,6,,word,744,24,4,nt110
,,,,,,,,,,,,,,,,,
6368,130,m,u,u,t070,u,p070,l2,tennis,history,7,19782,word,495,24,4,ut070
,,,,,,,,,,,,,,,,,
6369,131,m,n,n,t083,n,p083,l2,doll,jamp,4,,nonword,679,24,4,nt083
,,,,,,,,,,,,,,,,,
6370,132,m,u,u,t069,u,p069,l2,shark,essence,7,1927,word,491,24,4,ut069
,,,,,,,,,,,,,,,,,
6371,133,m,u,u,t089,u,p089,l2,colony,goodness,8,1438,word,432,24,4,ut089
,,,,,,,,,,,,,,,,,
6372,134,m,n,n,t070,n,p070,l2,pig,parwon,6,,nonword,419,24,4,nt070
,,,,,,,,,,,,,,,,,
6373,135,m,r,m,p060,m,t060,l2,skier,leg,3,11176,word,468,24,4,mp060
,,,,,,,,,,,,,,,,,
6374,136,m,n,n,t024,n,p024,l2,broccoli,lerve,5,,nonword,528,24,4,nt024
,,,,,,,,,,,,,,,,,
6375,137,m,n,n,t093,n,p093,l2,clubhouse,snock,5,,nonword,663,24,4,nt093
,,,,,,,,,,,,,,,,,
6376,138,m,r,m,p047,m,t047,l2,quarterback,yards,5,6634,word,503,24,4,mp047
,,,,,,,,,,,,,,,,,
6377,139,m,n,n,t153,n,p153,l2,diamond,janel,5,,nonword,494,24,4,nt153
,,,,,,,,,,,,,,,,,
6378,140,m,u,u,t026,u,p026,l2,lecture,bride,5,1235,word,455,24,4,ut026
,,,,,,,,,,,,,,,,,
6379,141,m,r,m,p044,m,t044,l2,performer,hair,4,14128,word,340,24,4,mp044
,,,,,,,,,,,,,,,,,
6380,142,m,r,m,p074,m,t074,l2,smoker,habit,5,3839,word,490,24,4,mp074
,,,,,,,,,,,,,,,,,
6381,143,m,r,m,p066,m,t066,l2,cook,lunch,5,5481,word,374,24,4,mp066
,,,,,,,,,,,,,,,,,
6382,144,m,n,n,t127,n,p127,l2,lake,hounge,6,,nonword,462,24,4,nt127
,,,,,,,,,,,,,,,,,
6383,145,m,n,n,t180,n,p180,l2,painting,thattress,9,,nonword,432,24,4,nt180
,,,,,,,,,,,,,,,,,
6384,146,m,n,n,t142,n,p142,l2,rhubarb,pait,4,,nonword,631,24,4,nt142
,,,,,,,,,,,,,,,,,
6385,147,m,n,n,t163,n,p163,l2,taxi,ronk,4,,word,357,24,4,nt163
,,,,,,,,,,,,,,,,,
6386,148,m,n,n,t042,n,p042,l2,layman,rancer,6,,nonword,853,24,4,nt042
,,,,,,,,,,,,,,,,,
6387,149,m,n,n,t115,n,p115,l2,fire,caltus,6,,nonword,566,24,4,nt115
,,,,,,,,,,,,,,,,,
6388,150,m,n,n,t185,n,p185,l2,employee,cloi,4,,nonword,550,24,4,nt185
,,,,,,,,,,,,,,,,,
6389,151,m,n,n,t032,n,p032,l2,potato,blurvine,8,,word,610,24,4,nt032
,,,,,,,,,,,,,,,,,
6390,152,m,u,m,p029,m,t028,l2,mechanic,boy,3,20503,word,488,24,4,mp029
,,,,,,,,,,,,,,,,,
6391,153,m,n,n,t120,n,p120,l2,banana,smill,5,,nonword,465,24,4,nt120
,,,,,,,,,,,,,,,,,
6392,154,m,r,m,p051,m,t051,l2,spy,camera,6,3823,word,463,24,4,mp051
,,,,,,,,,,,,,,,,,
6393,155,m,u,m,p035,m,t034,l2,journalist,blockbuster,11,163,word,512,24,4,mp035
,,,,,,,,,,,,,,,,,
6394,156,m,n,n,t057,n,p057,l2,otter,peme,4,,nonword,435,24,4,nt057
,,,,,,,,,,,,,,,,,
6395,157,m,u,u,t057,u,p057,l2,battleground,anxiety,7,3091,word,676,24,4,ut057
,,,,,,,,,,,,,,,,,
6396,158,m,n,n,t025,n,p025,l2,dish,kess,4,,nonword,449,24,4,nt025
,,,,,,,,,,,,,,,,,
6397,159,m,u,u,t017,u,p017,l2,nozzle,monitor,7,3532,word,471,24,4,ut017
,,,,,,,,,,,,,,,,,
6398,160,m,u,u,t052,u,p052,l2,tower,fury,4,1088,word,451,24,4,ut052
,,,,,,,,,,,,,,,,,
6399,161,m,n,n,t043,n,p043,l2,freezer,froabin,7,,nonword,462,24,4,nt043
,,,,,,,,,,,,,,,,,
6400,162,m,n,n,t116,n,p116,l2,suitcase,dexi,4,,nonword,575,24,4,nt116
,,,,,,,,,,,,,,,,,
6401,163,m,n,n,t078,n,p078,l2,rocker,bipe,4,,nonword,442,24,4,nt078
,,,,,,,,,,,,,,,,,
6402,164,m,n,n,t052,n,p052,l2,tinsel,persbiration,12,,nonword,729,24,4,nt052
,,,,,,,,,,,,,,,,,
6403,165,m,u,u,t043,u,p043,l2,wedding,motor,5,4705,word,569,24,4,ut043
,,,,,,,,,,,,,,,,,
6404,166,m,n,n,t090,n,p090,l2,turnip,frell,5,,nonword,517,24,4,nt090
,,,,,,,,,,,,,,,,,
6405,167,m,n,n,t094,n,p094,l2,rank,glealth,7,,nonword,523,24,4,nt094
,,,,,,,,,,,,,,,,,
6406,168,m,n,n,t161,n,p161,l2,atlas,anory,5,,nonword,593,24,4,nt161
,,,,,,,,,,,,,,,,,
6407,169,m,n,n,t058,n,p058,l2,elephant,rix,3,,nonword,530,24,4,nt058
,,,,,,,,,,,,,,,,,
6408,170,m,u,u,t053,u,p053,l2,birth,literature,10,5161,word,453,24,4,ut053
,,,,,,,,,,,,,,,,,
6409,171,m,u,u,t080,u,p080,l2,anniversary,research,8,25538,word,468,24,4,ut080
,,,,,,,,,,,,,,,,,
6410,172,m,u,m,p016,m,t015,l2,poet,television,10,9921,word,423,24,4,mp016
,,,,,,,,,,,,,,,,,
6411,173,m,u,u,t033,u,p033,l2,flood,madness,7,779,word,450,24,4,ut033
,,,,,,,,,,,,,,,,,
6412,174,m,n,n,t039,n,p039,l2,bead,mondey,6,,nonword,520,24,4,nt039
,,,,,,,,,,,,,,,,,
6413,175,m,u,u,t039,u,p039,l2,stickler,awareness,9,3537,word,671,24,4,ut039
,,,,,,,,,,,,,,,,,
6414,176,m,n,n,t156,n,p156,l2,garlic,batace,6,,nonword,580,24,4,nt156
,,,,,,,,,,,,,,,,,
6415,177,m,u,u,t068,u,p068,l2,lantern,integrity,9,1468,word,486,24,4,ut068
,,,,,,,,,,,,,,,,,
6416,178,m,u,u,t050,u,p050,l2,marker,pizza,5,614,word,447,24,4,ut050
,,,,,,,,,,,,,,,,,
6417,179,m,u,u,t028,u,p028,l2,admission,instinct,8,1715,word,484,24,4,ut028
,,,,,,,,,,,,,,,,,
6418,180,m,u,m,p018,m,t017,l2,worker,newborn,7,216,word,472,24,4,mp018
,,,,,,,,,,,,,,,,,
6419,181,m,r,m,p077,m,t077,l2,soldier,enemy,5,4597,word,493,24,4,mp077
,,,,,,,,,,,,,,,,,
6420,182,m,n,n,t176,n,p176,l2,seal,spathy,6,,nonword,533,24,4,nt176
,,,,,,,,,,,,,,,,,
6421,183,m,n,n,t154,n,p154,l2,manure,typocrisy,9,,nonword,680,24,4,nt154
,,,,,,,,,,,,,,,,,
6422,184,m,r,m,p057,m,t057,l2,woman,eyebrows,8,1258,word,490,24,4,mp057
,,,,,,,,,,,,,,,,,
6423,185,m,n,n,t028,n,p028,l2,plug,nuck,4,,nonword,703,24,4,nt028
,,,,,,,,,,,,,,,,,
6424,186,m,u,m,p030,m,t029,l2,druglord,brakes,6,1036,nonword,576,24,4,mp030
,,,,,,,,,,,,,,,,,
6425,187,m,n,n,t152,n,p152,l2,fawn,clectane,8,,nonword,579,24,4,nt152
,,,,,,,,,,,,,,,,,
6426,188,m,n,n,t089,n,p089,l2,pony,strough,7,,nonword,615,24,4,nt089
,,,,,,,,,,,,,,,,,
6427,189,m,u,u,t042,u,p042,l2,moose,suspicion,9,2161,word,556,24,4,ut042
,,,,,,,,,,,,,,,,,
6428,190,m,n,n,t162,n,p162,l2,tradition,polate,6,,nonword,560,24,4,nt162
,,,,,,,,,,,,,,,,,
6429,191,m,r,m,p049,m,t049,l2,politician,truth,5,8391,word,484,24,4,mp049
,,,,,,,,,,,,,,,,,
6430,192,m,n,n,t183,n,p183,l2,nylons,varish,6,,nonword,579,24,4,nt183
,,,,,,,,,,,,,,,,,
6431,193,m,n,n,t033,n,p033,l2,spoon,orteed,6,,nonword,575,24,4,nt033
,,,,,,,,,,,,,,,,,
6432,194,m,n,n,t059,n,p059,l2,toilet,feny,4,,nonword,435,24,4,nt059
,,,,,,,,,,,,,,,,,
6433,195,m,r,m,p082,m,t082,l2,gardener,vegetable,9,2714,word,398,24,4,mp082
,,,,,,,,,,,,,,,,,
6434,196,m,n,n,t117,n,p117,l2,hose,voint,5,,nonword,483,24,4,nt117
,,,,,,,,,,,,,,,,,
6435,197,m,n,n,t051,n,p051,l2,brush,weg,3,,nonword,544,24,4,nt051
,,,,,,,,,,,,,,,,,
6436,198,m,n,n,t166,n,p166,l2,mark,jeir,4,,nonword,435,24,4,nt166
,,,,,,,,,,,,,,,,,
6437,199,m,n,n,t075,n,p075,l2,river,kenial,6,,nonword,460,24,4,nt075
,,,,,,,,,,,,,,,,,
6438,200,m,n,n,t178,n,p178,l2,scissors,habe,4,,nonword,547,24,4,nt178
,,,,,,,,,,,,,,,,,
6439,201,m,n,n,t122,n,p122,l2,broadcast,spoble,6,,nonword,571,24,4,nt122
,,,,,,,,,,,,,,,,,
6440,202,m,u,u,t041,u,p041,l2,hint,passport,8,1048,word,533,24,4,ut041
,,,,,,,,,,,,,,,,,
6441,203,m,n,n,t130,n,p130,l2,corn,philitary,9,,nonword,501,24,4,nt130
,,,,,,,,,,,,,,,,,
6442,204,m,n,n,t170,n,p170,l2,warrant,mumid,5,,nonword,508,24,4,nt170
,,,,,,,,,,,,,,,,,
6443,205,m,u,u,t085,u,p085,l2,spa,garbage,7,278,word,471,24,4,ut085
,,,,,,,,,,,,,,,,,
6444,206,m,u,m,p010,m,t009,l2,sailor,lambs,5,3,word,429,24,4,mp010
,,,,,,,,,,,,,,,,,
6445,207,m,u,u,t032,u,p032,l2,departure,cat,3,5395,word,476,24,4,ut032
,,,,,,,,,,,,,,,,,
6446,208,m,u,m,p043,m,t042,l2,secretary,leftovers,9,58,word,665,24,4,mp043
,,,,,,,,,,,,,,,,,
6447,209,m,n,n,t169,n,p169,l2,purse,fugari,6,,nonword,482,24,4,nt169
,,,,,,,,,,,,,,,,,
6448,210,m,n,n,t064,n,p064,l2,mushroom,gleard,6,,nonword,492,24,4,nt064
,,,,,,,,,,,,,,,,,
6449,211,m,u,m,p026,m,t025,l2,scholar,class,5,23863,word,380,24,4,mp026
,,,,,,,,,,,,,,,,,
6450,212,m,u,u,t086,u,p086,l2,pit,impulse,7,1117,word,589,24,4,ut086
,,,,,,,,,,,,,,,,,
6451,213,m,n,n,t174,n,p174,l2,tooth,wetition,8,,nonword,537,24,4,nt174
,,,,,,,,,,,,,,,,,
6452,214,m,n,n,t148,n,p148,l2,beachball,tesephone,9,,nonword,488,24,4,nt148
,,,,,,,,,,,,,,,,,
6453,215,m,u,m,p008,m,t007,l2,nanny,article,7,9523,word,602,24,4,mp008
,,,,,,,,,,,,,,,,,
6454,216,m,u,u,t088,u,p088,l2,rain,viewpoint,9,1156,word,588,24,4,ut088
,,,,,,,,,,,,,,,,,
6455,217,m,u,u,t087,u,p087,l2,scarf,passion,7,2463,word,437,24,4,ut087
,,,,,,,,,,,,,,,,,
6456,218,m,u,u,t071,u,p071,l2,caribou,dignity,7,1276,word,496,24,4,ut071
,,,,,,,,,,,,,,,,,
6457,219,m,u,m,p032,m,t031,l2,carpenter,frisbee,7,27,nonword,496,24,4,mp032
,,,,,,,,,,,,,,,,,
6458,220,m,n,n,t135,n,p135,l2,flamingo,grend,5,,nonword,483,24,4,nt135
,,,,,,,,,,,,,,,,,
6459,221,m,u,m,p011,m,t010,l2,contortionist,rope,4,2073,word,674,24,4,mp011
,,,,,,,,,,,,,,,,,
6460,222,m,u,m,p020,m,t019,l2,fugitive,radio,5,9036,word,418,24,4,mp020
,,,,,,,,,,,,,,,,,
6461,223,m,n,n,t036,n,p036,l2,goat,creighth,8,,nonword,537,24,4,nt036
,,,,,,,,,,,,,,,,,
6462,224,m,u,u,t092,u,p092,l2,baby,attitude,8,10619,word,570,24,4,ut092
,,,,,,,,,,,,,,,,,
6463,225,m,n,n,t082,n,p082,l2,block,gettlerp,8,,nonword,532,24,4,nt082
,,,,,,,,,,,,,,,,,
6464,226,m,n,n,t049,n,p049,l2,cod,merod,5,,nonword,632,24,4,nt049
,,,,,,,,,,,,,,,,,
6465,227,m,n,n,t030,n,p030,l2,nail,lenetrode,9,,nonword,591,24,4,nt030
,,,,,,,,,,,,,,,,,
6466,228,m,n,n,t095,n,p095,l2,bulb,boarger,7,,nonword,536,24,4,nt095
,,,,,,,,,,,,,,,,,
6467,229,m,r,m,p056,m,t056,l2,batter,base,4,19201,word,566,24,4,mp056
,,,,,,,,,,,,,,,,,
6468,230,m,n,n,t129,n,p129,l2,cotton,vortress,8,,nonword,628,24,4,nt129
,,,,,,,,,,,,,,,,,
6469,231,m,r,m,p045,m,t045,l2,craftsman,furniture,9,3457,word,468,24,4,mp045
,,,,,,,,,,,,,,,,,
6470,232,m,n,n,t140,n,p140,l2,drapes,trellock,8,,nonword,583,24,4,nt140
,,,,,,,,,,,,,,,,,
6471,233,m,n,n,t027,n,p027,l2,stone,mimo,4,,nonword,495,24,4,nt027
,,,,,,,,,,,,,,,,,
6472,234,m,r,m,p083,m,t083,l2,athlete,game,4,20624,word,428,24,4,mp083
,,,,,,,,,,,,,,,,,
6473,235,m,u,u,t072,u,p072,l2,settlement,joy,3,3121,word,488,24,4,ut072
,,,,,,,,,,,,,,,,,
6474,236,m,n,n,t096,n,p096,l2,banner,clection,8,,nonword,526,24,4,nt096
,,,,,,,,,,,,,,,,,
6475,237,m,n,n,t076,n,p076,l2,axle,nenployment,11,,nonword,527,24,4,nt076
,,,,,,,,,,,,,,,,,
6476,238,m,u,u,t047,u,p047,l2,liquid,success,7,14175,word,501,24,4,ut047
,,,,,,,,,,,,,,,,,
6477,239,m,u,u,t083,u,p083,l2,earth,peddler,7,13,nonword,500,24,4,ut083
,,,,,,,,,,,,,,,,,
6478,240,m,u,u,t099,u,p099,l2,spade,socks,5,1166,word,469,24,4,ut099
,,,,,,,,,,,,,,,,,
6479,241,m,u,u,t040,u,p040,l2,gym,liquor,6,588,word,409,24,4,ut040
,,,,,,,,,,,,,,,,,
6480,242,m,u,u,t095,u,p095,l2,salon,cage,4,1296,word,402,24,4,ut095
,,,,,,,,,,,,,,,,,
6481,243,m,n,n,t092,n,p092,l2,tray,feap,4,,nonword,516,24,4,nt092
,,,,,,,,,,,,,,,,,
6482,244,m,n,n,t087,n,p087,l2,weasel,relerend,8,,nonword,594,24,4,nt087
,,,,,,,,,,,,,,,,,
6483,245,m,n,n,t113,n,p113,l2,worship,lish,4,,nonword,592,24,4,nt113
,,,,,,,,,,,,,,,,,
6484,246,m,u,u,t051,u,p051,l2,cookie,ballgame,8,4,word,551,24,4,ut051
,,,,,,,,,,,,,,,,,
6485,247,m,u,u,t075,u,p075,l2,couch,status,6,9196,word,410,24,4,ut075
,,,,,,,,,,,,,,,,,
6486,248,m,u,u,t081,u,p081,l2,kingdom,submarine,9,744,word,648,24,4,ut081
,,,,,,,,,,,,,,,,,
6487,249,m,n,n,t112,n,p112,l2,hook,clert,5,,word,553,24,4,nt112
,,,,,,,,,,,,,,,,,
6488,250,m,u,m,p015,m,t014,l2,technician,story,5,17882,word,453,24,4,mp015
,,,,,,,,,,,,,,,,,
6489,251,m,n,n,t114,n,p114,l2,wealth,gredins,7,,nonword,561,24,4,nt114
,,,,,,,,,,,,,,,,,
6490,252,m,u,m,p034,m,t033,l2,moviemaker,rifle,5,983,word,472,24,4,mp034
,,,,,,,,,,,,,,,,,
6491,253,m,n,n,t187,n,p187,l2,pheasant,naise,5,,nonword,617,24,4,nt187
,,,,,,,,,,,,,,,,,
6492,254,m,n,n,t124,n,p124,l2,zeal,noredom,7,,nonword,584,24,4,nt124
,,,,,,,,,,,,,,,,,
6493,255,m,u,m,p033,m,t032,l2,marine,saw,3,657,word,421,24,4,mp033
,,,,,,,,,,,,,,,,,
6494,256,m,u,u,t065,u,p065,l2,comfort,future,6,15382,word,842,24,4,ut065
,,,,,,,,,,,,,,,,,
6495,257,m,u,m,p022,m,t021,l2,farmer,turkey,6,2201,word,445,24,4,mp022
,,,,,,,,,,,,,,,,,
6496,258,m,n,n,t159,n,p159,l2,thumb,saquest,7,,nonword,551,24,4,nt159
,,,,,,,,,,,,,,,,,
6497,259,m,n,n,t190,n,p190,l2,bridge,ornalence,9,,nonword,615,24,4,nt190
,,,,,,,,,,,,,,,,,
6498,260,m,r,m,p070,m,t070,l2,parent,kid,3,5745,word,503,24,4,mp070
,,,,,,,,,,,,,,,,,
6499,261,m,u,m,p027,m,t026,l2,toymaker,concept,7,8995,word,740,24,4,mp027
,,,,,,,,,,,,,,,,,
6500,262,m,n,n,t062,n,p062,l2,moth,larb,4,,nonword,464,24,4,nt062
,,,,,,,,,,,,,,,,,
6501,263,m,u,m,p023,m,t022,l2,photographer,truck,5,1738,word,502,24,4,mp023
,,,,,,,,,,,,,,,,,
6502,264,m,n,n,t063,n,p063,l2,olive,lourse,6,,nonword,549,24,4,nt063
,,,,,,,,,,,,,,,,,
6503,265,m,u,u,t100,u,p100,l2,reunion,thought,7,13383,word,582,24,4,ut100
,,,,,,,,,,,,,,,,,
